Elementos,Aspectos,Esfera de Governo,Local,Tipo de documento,Título do documento,Ano,Tipo de Legislação,Descrição,Trecho da Lei,Link,observações 
Recuo frontal,Usos permitidos,Município,Belo Horizonte,Manual,Manual Técnico Aplicado a Edificações - Belo Horizonte,2011,obrigatoriedade,Indica os usos e formas de ocupação permitidos no afastamento frontal em vias locais e coletoras.,"A área delimitada pelo Afastamento Frontal mínimo – AF - de edificações em terrenos lindeiros a vias locais e coletoras deve atender as seguintes condições: I. estar livre de elementos construtivos, podendo existir: a)- guaritas com área de até 6,00 m² ou em até 10% da área delimitada por este afastamento; (art. 53, da Lei 7.166/96) b)-  escadas e rampas sobre terreno natural; (Parecer PR COMPUR 03/2007) - (Figura 102 e Figura 104); c)- aterro com arrimo de altura máxima de 1,80m para terrenos em aclive; (Parecer PR COMPU03/2007) - (Figura 103); d)-  aterro até o nível do passeio para terrenos em declive. (Parecer PR COMPUR 03/2007). II. ser ou não ajardinada, sendo que nas ADEs Pampulha e Cidade Jardim esta área será obrigatoriamente ajardinada, permitida sua impermeabilização em percentual máximo de 25%para acessos e guaritas; III. ser utilizada para área de estacionamento de veículos, exceto nas ADEs Cidade Jardim e Pampulha, desde que o passeio não seja utilizado como parte da vaga ou como área de manobra, respeitado o rebaixamento do passeio de 4,80m a cada 10,00 m de testada de terreno; ",https://drive.google.com/file/d/0B3Hcqus3cBGkTVV0c05qYUVMYnM/view?pref=2&pli=1,
Recuo frontal,Usos permitidos,Município,Belo Horizonte,Manual,Manual Técnico Aplicado a Edificações - Belo Horizonte,2011,obrigatoriedade,Indica os usos e formas de ocupação permitidos no afastamento frontal em vias arteriais e de ligação regional.,"6.1.2   Do Afastamento Frontal Mínimo em vias Arteriais e de Ligação Regional. A área delimitada pelo Afastamento Frontal mínimo nas vias arteriais e de ligação regional deve atender as seguintes condições:  I. ser tratada de modo a que se obtenha continuidade ao passeio lindeiro ao terreno para o trânsito de pedestres, não sendo permitida a instalação de elementos construtivos, exceto pilares de sustentação, com seção máxima de 60dm² cada, respeitado o livre trânsito de pedestres; (art. 51, § 6º e art. 52, Parágrafo Único, da Lei 7.166/96) [...] Rampas e escadas na área delimitada pelo afastamento frontal mínimo de 4,00 m serão permitidas apenas se exigidas ou admitidas no passeio lindeiro ao terreno, conforme o Código de Posturas. II. ser tratada de modo a que se obtenha concordância dos greides dos afastamentos frontais de edificações contíguas; (art. 51, § 4º, da Lei 7.166/96) III. não ser ajardinada, exceto nos imóveis situados nas ADEs Residencial Central, Mangabeiras, Belvedere, São Bento, Cidade Jardim e Pampulha e em imóveis lindeiros a vias de reduzido fluxo de pedestres ou ainda no caso de terreno com topografia acidentada, quando permitida para estes casos a construção de guarita e de fechamento, exclusivamente por gradil com permeabilidade visual. (art. 51, § 2º, da Lei 7.166/96) IV. não ser utilizada para estacionamento ou guarda de veículos, exceto, em caráter provisório, se cumpridas as seguintes exigências: (art. 51, § 5º, da Lei 7.166/96)  (Figura 107 e Figura 108) a)- anuência prévia do órgão de trânsito, que levará em conta o fluxo de pedestres, existente e o potencial e a intensidade do trafego no sistema viário adjacente; b)- afastamento frontal mínimo de 5,00m; c)- existência de passeio com, no mínimo, 2,40m, admitindo-se, no caso de o passeio ter dimensão inferior, o estacionamento no afastamento frontal, desde que a soma da largura desse afastamento mais a do passeio existente seja de, no mínimo, 7,40m (Figura 108); d)- seja destinada à circulação de pedestres a faixa mínima de 0,90m nas divisas laterais, ou unto ao acesso à garagem, quando esta estiver junto às divisas laterais; e)- as áreas destinadas à circulação de pedestres e a estacionamento estejam demarcadas; f)- os acessos obedeçam às regras relativas ao rebaixamento do meio fio, para acesso de veículos, previstas no Código de Posturas.",https://drive.google.com/file/d/0B3Hcqus3cBGkTVV0c05qYUVMYnM/view?pref=2&pli=1,
Recuo frontal,Usos permitidos,Município,Rio de Janeiro,Lei,Lei de uso e ocupação do solo - Projeto de Lei Complementar 33/2013.,2013,obrigatoriedade,Regulamenta os usos permitidos no recuo frontal.,"Art. 173 Nas faixas de afastamento frontal mínimo das edificações serão permitidos: I - rampas ou escadas para acesso de pedestres, assentes no terreno natural; II - passarelas horizontais ou rampas para acesso de pedestres e veículos, quando o nível do terreno for mais baixo que o do logradouro; III - jardins, inclusive com espelho d’água, pérgulas e caramanchões; IV – rampas, escadas e torres de elevadores, inclusive os respectivos halls e circulações, entre o nível do logradouro e o do primeiro pavimento da edificação, quando a topografia do terreno exigir que a edificação seja implantada em nível superior ao do logradouro; V – piscina descoberta de edificação residencial unifamiliar ou bifamiliar; VI - guarita e pórticos, nas condições estabelecidas pelo Código de Obras e Edificações e pela legislação em vigor; VII – varandas e sacadas abertas e balanceadas na fachada até o limite estabelecido na legislação de uso e ocupação do solo local; VIII- estacionamento de residência unifamiliar ou bifamiliar única no lote para suprir o número mínimo de vagas exigido; IX – estacionamento coberto e fechado, nos terrenos em aclive com inclinação superior a vinte por cento, desde que o pé-direito não seja superior a três metros em relação ao meio-fio do logradouro; X - estacionamento descoberto, quando a linha de maior declive do terreno natural fizer com o nível do meio-fio do logradouro ângulo igual ou superior a 45o; XI - estacionamento em subsolo totalmente enterrado; XII - compartimentos técnicos das concessionárias de serviço público com altura máxima de 2,10 m (dois metros e dez centímetros) e extensão de até 10% (dez por cento) da testada do terreno. Parágrafo Único: Todos os elementos paisagísticos, arquitetônicos, construtivos e de instalações citados nos incisos I a XII não poderão exceder a 50% da extensão da testada do terreno, isoladamente ou em conjunto.  ",http://www.rio.rj.gov.br/web/smu/exibeconteudo?id=4225287,
Recuo frontal,Usos permitidos,Município,Belo Horizonte,Lei,Código de Posturas de Belo Horizonte - Lei 8.616/2003,2003,obrigatoriedade,"Estabelece os parâmetros para uso do recuo frontal para estacionamento, no caso da lei de parcelamento, ocupação e uso do solo permitir.","Art. 15 - O passeio não poderá ser usado como espaço de manobra, estacionamento ou parada de veículo, mas somente como acesso a imóvel.  [...] § 4° - Na hipótese em que a Lei de Parcelamento, Ocupação e Uso do Solo possibilite a utilização do afastamento frontal como área de estacionamento, havendo conflito entre a circulação de pedestres e a de veículos, o Executivo poderá autorizar que a área reservada ao trânsito de pedestre seja transferida para junto do alinhamento da edificação, ficando a área de estacionamento no mesmo",http://portalpbh.pbh.gov.br/pbh/ecp/comunidade.do?evento=portlet&pIdPlc=ecpTaxonomiaMenuPortal&app=regulacaourbana&tax=23290&lang=pt_BR&pg=5570&taxp=0&,
Recuo frontal,Dispensa de recuo,Município,Recife,Lei,Lei de Uso e Ocupação do Solo de Recife (Lei 16.176/1996),1996,remoção de exigência,Estabelece que as edificações (com até 2 pavimentos) podem deixar de ter recuo e ser implantadas no alinhamento dominante da testada da quadra mediante estudo do órgão Municipal quando solicitado. ,"Art. 84. Para as edificações com até 2 (dois) pavimentos, o afastamento frontal poderá obedecer ao alinhamento dominante na testada da quadra, conforme estudo específico, elaborado para o local, pelo órgão Municipal competente, por solicitação do interessado.
Parágrafo único. O estudo referido no “caput” deste artigo deverá ser submetido à apreciação da Comissão de Controle Urbanístico - CCU.
",http://www.legiscidade.recife.pe.gov.br/lei/16176/,
Recuo frontal,Dispensa de recuo,Município,São Paulo,Lei,LEI 16.402 - LPUOS,2016,remoção de exigência,Dispensa o recuo frontal quando a calçada tiver no mínimo 5m de largura.,"Art. 67. […] § 1º Nos casos em que o passeio público já apresente largura de 5m (cinco metros) ou quando ocorrer a doação da faixa necessária para seu alar-gamento, o recuo de frente ficará dispensado. ",http://gestaourbana.prefeitura.sp.gov.br/wp-content/uploads/2016/03/PL-272-15-com-razões-de-veto1.pdf,
Recuo frontal,Dispensa de recuo,Município,São Paulo,Lei,LEI 16.402 - LPUOS,2016,remoção de exigência,Dispensa o recuo frontal quando no mínimo 50% da face de quadra esteja ocupada por edificações no alinhamento.,"Art. 69. Não será exigido recuo mínimo de frente quando, no mínimo, 50% (cinquenta por cento) da face de quadra em que se situa o imóvel esteja ocupada por edificações no alinhamento do logradouro, conforme base georreferen-ciada cadastral oficial do Município, não se aplicando a exigência de doação para alargamento do passeio público prevista no inciso II do “caput” do art. 67 desta lei. ",http://gestaourbana.prefeitura.sp.gov.br/wp-content/uploads/2016/03/PL-272-15-com-razões-de-veto1.pdf,
Recuo frontal,Dispensa de recuo,Município,Belo Horizonte,Manual,Manual Técnico Aplicado a Edificações - Belo Horizonte,2011,remoção de exigência,Estabelece as situações onde o recuro frontal é dispensado.,"É dispensado o afastamento frontal mínimo das edificações nas seguintes situações: (art. 52, da Lei 7.166/96)  I- em áreas destinadas a estacionamento de veículos, ao uso não residencial ou de uso comum, cuja laje de cobertura se situe em nível inferior à menor cota altimétrica do passeio lindeiro ao lote, devendo ser garantida, na área delimitada por este afastamento, a continuidade do passeio nos terrenos situados na ZHIP, na ZCBH e nos lindeiros a vias de ligação regionais ou arteriais.(art. 52, incisos I e V, da Lei 7.166/96) - (Figura 110) II- em edificação localizada na ZHIP nos pavimentos situados em nível superior a 3,5m em relação à cota altimétrica do passeio lindeiro ao alinhamento, em qualquer ponto; (art. 52, inciso II, da Lei 7.166/96) - (Figura 112)
III- em pavimentos de edificações localizadas na ZCBH ou lindeiras a vias de ligação regionais ou arteriais que estejam situados entre 3,5m e 9,00m acima da cota altimétrica do passeio lindeiro ao alinhamento, em qualquer ponto, exceto nas edificações situadas nas ADEs Residencial Central, Cidade Jardim, Mangabeiras, Belvedere, Pampulha e Trevo. (art. 52, inciso III, da Lei 7.166/96) - (Figura 111)
IV- em edificações vizinhas a bens tombados ou em conjuntos arquitetônicos construídos no alinhamento na ADE Santa Tereza, com o objetivo de manter a unidade do Conjunto, por indicação ou anuência do Conselho Deliberativo do Patrimônio Cultural do Município de Belo Horizonte - CDPCM, ouvido o órgão responsável pelo trânsito. (art. 52, inciso IV, da Lei 7.166/96)",https://drive.google.com/file/d/0B3Hcqus3cBGkTVV0c05qYUVMYnM/view?pref=2&pli=1,
Vedação do lote ,Exigência de fechamento,Município,Belo Horizonte,Manual,Manual Técnico Aplicado a Edificações - Belo Horizonte,2011,,Regulamenta o tipo de fechamento da frente do lote.,"6.1.1  Do Afastamento Frontal Mínimo em vias Locais e Coletoras. […] IV. ser fechada, opcionalmente, por elementos de vedação, nas seguintes condições e situações: a)- em terrenos de esquina, respeitando a exigência de chanfro mínimo de 2,50m na concordância das vias; (art.10, § 9º , da Lei 9.725/09) b)-  não utilização de arame farpado, chapiscos e vegetação com espinhos, bem como outras formas de fechamento que causem danos ou incômodos aos transeuntes; (art. 11, do Decreto 13.842/10) c)-  o fechamento frontal com altura superior a 1,80m do passeio deve ser dotado de elementos construtivos que garantam permeabilidade visual, como por exemplo, grade ou blindex, em área equivalente a 50% da área deste fechamento situada acima de 1,80m do passeio; (art. 10, § 8º, da Lei 9.725/09) d)- nas ADEs Cidade Jardim, Pampulha e na área de Operação Urbana do Isidoro, no fechamento frontal são admitidos apenas elementos vazados ou transparentes com altura máxima de 5,00m. Elementos sem permeabilidade visual só serão permitidos para contenção de terreno natural ou como altura máxima de 0,80 m acima do terreno natural. (art. 18, da Lei 8.563/08, art. 23,  § 5º, da Lei 9.037/05 e art. 56, da Lei 9.959/10) e)- na utilização da Outorga Onerosa do Direito de Construir – ODC - em contrapartida ao ajardinamento da área delimitada pelo afastamento frontal da edificação, no fechamento frontal são admitidos apenas elementos vazados ou transparentes com altura máxima de 5,00m. Elementos sem permeabilidade visual só serão permitidos para contenção de terreno natural.   ",https://drive.google.com/file/d/0B3Hcqus3cBGkTVV0c05qYUVMYnM/view?pref=2&pli=1,
Vedação do lote ,Exigência de fechamento,Município,São Paulo,Lei,LEI 16.402 - LPUOS,2016,obrigatoriedade,Para lotes entre 10.000m2 e 20.000m2 estabelece que apenas 25% da testada do lote pode ser fechada com muro. ,"Art. 87. Nas ZEU, ZEUa, ZEUP, ZEUPa, ZEM, ZEMP, ZC e ZCa, quando a área do lote for superior a 10.000m² (dez mil metros quadrados) e menor ou igual a 20.000m² (vinte mil metros quadrados), será obrigatória a adoção dos seguintes parâmetros qualificadores da ocupação: [...] II - limite de 25% (vinte e cinco por cento) de vedação da tes-tada do lote com muros; 
",http://gestaourbana.prefeitura.sp.gov.br/wp-content/uploads/2016/03/PL-272-15-com-razões-de-veto1.pdf,
Vedação do lote ,Exigência de fechamento,Município,São Paulo,Lei,Código de Obras e Edificações de São Paulo. Lei 11.228/1992.,1992,obrigatoriedade,Regula o fechamento do lote.,"10.1.2 – Para os terrenos edificados será facultativa a construção de muro de fecho em suas divisas. 10.1.2.1 – Quando executados, os muros terão altura de: a) 4,00m (QUATRO METROS),  NO MÁXIMO,  ACIMA DO PASSEIO,  QUANDO JUNTO AO ALINHAMENTO;a) 3,00m (três metros) no máximo, acima do passeio quanto junto ao alinhamento; b) 3,00m (três metros) no máximo, quando junto às demais divisas, medidos a partir do nível em que se situarem, excetuados os de arrimo que terão altura compatível com o desnível da terra.
10.1.2.2 – Os anteparos verticais que possuírem superfície vazada uniformemente distribuída superior a 90% (noventa por cento) não terão limite de altura.
10.1.3 – Nos cruzamentos dos logradouros públicos deverá ser previsto canto chanfrado de 3,50m (três metros e cinquenta centímetros), normal à bissetriz do ângulo formado pelo prolongamento dos alinhamentos, salvo se tal concordância tiver sido fixada de forma diversa em arruamento ou plano de melhoramento público.
10.1.3.1 – Em zonas sujeitas a diretrizes urbanísticas próprias, para as quais haja expressa dispensa da observância dos recuos previstos na LPUOS, será admitido o avanço sobre o canto chanfrado da parte da edificação que se situar a altura superior a 3,00m (três metros) do passeio.",http://www.prefeitura.sp.gov.br/cidade/secretarias/subprefeituras/upload/pinheiros/arquivos/COE_1253646799.pdf,
Vedação do lote,Relação entre espaço público e espaço privado,Município,São Paulo,Lei,LEI 16.402 - LPUOS,2016,permissão,"Lei permite subsolo aflorado de até 6m sem recuos. Permitem que os pavimentos de garagem façam a interface entre o lote e a rua, prejudicando a interação dos usos privados com a calçada.","Art. 68. As construções em subsolo, inclusive as áreas ocupa-das por circulação, manobra e estacionamento de veículos, quando aflorarem mais de 6m (seis metros) em relação ao perfil natural do terreno, conforme base georreferen-ciada cadastral oficial do Município, deverão observar, no trecho do afloramento, os recuos laterais e de fundos obrigatórios definidos no Quadro 3 desta lei. Parágrafo único. Na hipótese prevista no “caput” deste artigo, o gabarito de altura máxima será computado a partir da altura de 6 (seis) metros do perfil natural do terreno. ",http://gestaourbana.prefeitura.sp.gov.br/wp-content/uploads/2016/03/PL-272-15-com-razões-de-veto1.pdf,
Vedação do lote ,Relação entre espaço público e espaço privado,Município,São Paulo,Lei,LEI 16.402 - LPUOS,2016,obrigatoriedade,Estabelece os parâmetros para a fachada ativa.,"Art. 71. A fachada ativa, ocupada por uso não residencial (nR) localizada no nível do logradouro, deverá: 
I - estar contida na faixa de 5m (cinco metros) a partir do ali-
nhamento do lote, medida em projeção ortogonal da extensão horizontal; 
II - ter aberturas para o logradouro público, tais como portas, janelas e vitrines, com permeabilidade visual, com no mínimo 1 (um) acesso direto ao logradouro a cada 20m (vinte metros) de testada, a fim de evitar a formação de planos fechados sem permeabilidade visual na interface entre as construções e o lo-gradouro, de modo a dinamizar o passeio público. 
§ 1º O recuo entre a fachada ativa e o logradouro público deve estar fisicamente integrado ao passeio público, com acesso irrestrito, não podendo ser vedado com muros ou grades ao longo de toda a sua extensão, nem ser ocupado por vagas de garagem ou usado para manobra de veículos, carga e descarga e embarque e desembarque de passageiros. 
§ 2º Nas vias que não possuam faixa exclusiva ou corredores de ônibus, o recuo entre a fachada ativa e o logradouro público poderá abrigar excep-cionalmente vagas de estacionamento de automóveis desde que limitado a no máxi-mo 20% (vinte por cento) da testada do imóvel e autorizado por órgão competente de trânsito. ",http://gestaourbana.prefeitura.sp.gov.br/wp-content/uploads/2016/03/PL-272-15-com-razões-de-veto1.pdf,
Vedação do lote ,Relação entre espaço público e espaço privado,Município,São Paulo,Lei,LEI 16.402 - LPUOS,2016,obrigatoriedade,Para lotes entre 10.000m2 e 20.000m2 estabelece alguns parâmetros de implantação com o objetivo de permitir maior interação entre espaço privado e público.,"Art. 87. Nas ZEU, ZEUa, ZEUP, ZEUPa, ZEM, ZEMP, ZC e ZCa, quando a área do lote for superior a 10.000m² (dez mil metros quadrados) e menor ou igual a 20.000m² (vinte mil metros quadrados), será obrigatória a adoção dos seguintes parâmetros qualificadores da ocupação: 
I - fruição pública nos empreendimentos de usos não residen-ciais permitidos nas respectivas zonas, em área equivalente a no mínimo 20% (vinte por cento) da área do lote, em espaço livre ou edificado; 
II - limite de 25% (vinte e cinco por cento) de vedação da tes-tada do lote com muros; 
III - fachada ativa em no mínimo 25% (vinte e cinco por cen-
to) da testada do lote em empreendimentos residenciais ou não residenciais. 
§ 1º O disposto no “caput” deste artigo se aplica somente para
edificações novas e reformas com ampliação de área construída. 
§ 2º Nas ZPI, o disposto neste artigo aplica-se apenas para os
usos que não se enquadrem nas subcategorias Ind-1a, Ind-1b e Ind-2. ",http://gestaourbana.prefeitura.sp.gov.br/wp-content/uploads/2016/03/PL-272-15-com-razões-de-veto1.pdf,
Vedação do lote ,Relação entre espaço público e espaço privado,Município,São Paulo,Lei,Código de Obras e Edificações de São Paulo. Lei 11.228/1992.,1992,obrigatoriedade,"As faixas livres de Aeração e Insolação devem ser cumpridas apenas para o volume superior da edificação. Ou seja, é permitido um embasamento (volume de edificação) de até 9m sem necessidade de cumprir os recuos das faixas.","10.5 – AERAÇÃO DO VOLUME SUPERIOR “Vs” – FAIXA LIVRE “A”. O volume “Vs”, independentemente da existência de aberturas, deverá ser controlado por uma faixa livre “A”, destinada à aeração da edificação e do seu entorno. 10.6 – AERAÇÃO E INSOLAÇÃO DO VOLUME SUPERIOR “Vs” – ESPAÇO LIVRE “I”. Para os compartimentos situados no volume “Vs” das edificações, que necessitem de condições privilegiadas de aeração e insolação naturais, deverá ser previsto espaço livre “I“ fronteiro às aberturas de aeração e insolação destes compartimentos.",http://www.prefeitura.sp.gov.br/cidade/secretarias/subprefeituras/upload/pinheiros/arquivos/COE_1253646799.pdf,
Vedação do lote ,Relação entre espaço público e espaço privado,Município,São Paulo,Lei,Código de Obras e Edificações de São Paulo. Lei 11.228/1992.,1992,permissão,Regulamenta o avanço de saliências da edificação sobre o passeio público.,"ABA HORIZONTAL E VERTICAL, BRISE, VIGA, PILAR, JARDINEIRA E FLOREIRA, ORNATO E ORNAMENTO, BEIRAL DA COBERTURA, BALCÃO E TERRAÇO ABERTO (SEM CAIXILHO), ABRIGO PARA PORTÃO podem avançar até 0,40m sobre o passeio público. Marquises podem avançar até 50% da largura do passeio público, porém, para rua de pedestres deve ser consultada a Prefeitura. As saliências devem ser instaladas ACIMA DE 3,00m (TRÊS METROS) DO NÍVEL DO PASSEIO, NÃO PODENDO INTERFERIR NAS INSTALAÇÕES PÚBLICAS.",http://www.prefeitura.sp.gov.br/cidade/secretarias/subprefeituras/upload/pinheiros/arquivos/COE_1253646799.pdf,
Vedação do lote ,Relação entre espaço público e espaço privado,Município,Rio de Janeiro,Lei,Lei de uso e ocupação do solo - Projeto de Lei Complementar 33/2013.,2013,obrigatoriedade,Exige a instalação de comércio e serviço para conjuntos residenciais com mais de 300 unidades. Essa obrigação pode evitar os grandes conjuntos fechados por muro e estimular o comércio junto ao logradouro.,"Art. 212 Quando o grupamento de edificações tiver 300 (trezentas) ou mais unidades residenciais onde o zoneamento não permita o uso comercial, desde que não haja comércio à distância menor de 500m (quinhentos metros) do grupamento - medida em percurso por logradouro público, será obrigatória a construção de lojas nas seguintes condições: 
I - Em edificações mistas integrante do grupamento, devendo as lojas ocupar um pavimento e ter acesso direto pelo logradouro público;
II - Em edificação comercial, integrante do grupamento ou em lote a ser desmembrado, com o gabarito máximo de 2 (dois) pavimentos de qualquer natureza, atendidos os demais parâmetros vigentes para o local. 
III - Em terreno localizado até a distância máxima de 500m (quinhentos metros) do terreno do grupamento, atendidos os índices e parâmetros urbanísticos estabelecidos para o local; 
§2o A área de comércio corresponderá a 1m2 (um metro quadrado) por unidade, sendo permitidas as atividades incluídas no Uso Comercial I e Serviços I, respeitado o quadro de usos e atividades em vigor. 
§3o O ""habite-se"" parcial do grupamento fica limitado no máximo a 50% (cinquenta por cento) das unidades residenciais até o cumprimento da obrigação da construção das lojas e do seu respectivo ""habite-se"" 
§4o A edificação comercial em lote fora da área do terreno do grupamento só poderá ser modificada desde que permaneçam atendidas as condições deste artigo. 
",http://www.rio.rj.gov.br/web/smu/exibeconteudo?id=4225287,
Passagens de pedestres ,Microacessibilidade,Município,São Paulo,Lei,LEI 16.402 - LPUOS,2016,obrigatoriedade,Determina que a cada 150m de face de quadra deve haver uma via de pedestre atravessando a quadra.,"Art. 43. A área máxima de quadra no território da zona urbana do Município é de 20.000m² (vinte mil metros quadrados) e o comprimento máximo da face de quadra é de 300m (trezentos metros), observados os limites menores esta-belecidos para as diferentes zonas.  § 1º Nas faces de quadra com comprimento superior a 150m (cento e cinquenta metros), deverá ser prevista obrigatoriamente via de pedestre a cada 150m (cento e cinquenta metros). ",http://gestaourbana.prefeitura.sp.gov.br/wp-content/uploads/2016/03/PL-272-15-com-razões-de-veto1.pdf,Essa determinação sempre existiu nas leis anteriores. Mas não era cumprida.
Passagens de pedestres ,Fruição pública,Município,São Paulo,Lei,LEI 16.402 - LPUOS,2016,obrigatoriedade,"Determina que a área destinda a fruição pública não pode ser fechada por nenhum objeto de vedação, mas pode ter controle de acesso noturno.  Deve ter no mínimo 4m de largura.","Art. 70. A área de fruição pública: I - não poderá ser fechada à circulação de pedestres por ne-nhum objeto de vedação, temporário ou permanente, podendo ter controle de acesso no período noturno; II - deverá ter largura mínima de 4m (quatro metros), trata-mento paisagístico que atenda às normas técnicas pertinentes à acessibilidade universal e, nas áreas de circulação de público, adotar o mesmo tipo de pavimentação da calçada diante do lote. ",http://gestaourbana.prefeitura.sp.gov.br/wp-content/uploads/2016/03/PL-272-15-com-razões-de-veto1.pdf,
Passagens de pedestres ,Fruição pública,Município,São Paulo,Lei,LEI 16.402 - LPUOS,2016,incentivo,Incentiva a fruição pública em lotes de até 10.000m2 e estabelece os parâmetros para fornecer o benefício.,"Art. 88. Em lotes com área até 10.000m² (dez mil metros qua-drados) localizados nas ZEU, ZEUa, ZEUP, ZEUPa, ZEM, ZEMP, ZC e ZCa, quan-do uma parcela do lote for destinada à fruição pública não será cobrada outorga one-rosa correspondente à metade do potencial construtivo adicional previsto para a área destinada à fruição pública, desde que atendidas simultaneamente as seguintes condi-ções: 
I - a área destinada à fruição pública tenha no mínimo 250m² (duzentos e cinquenta metros quadrados) e esteja localizada junto ao alinhamento da via, ao nível do passeio público, sem fechamento e não ocupada por estacionamento de veículos; 
II - a área destinada à fruição pública deverá ser mantida per-manentemente aberta à circulação de pedestres, atendido o disposto no art. 70 desta lei; 
III - a área destinada à fruição pública seja devidamente aver-bada em Cartório de Registro de Imóveis. ",http://gestaourbana.prefeitura.sp.gov.br/wp-content/uploads/2016/03/PL-272-15-com-razões-de-veto1.pdf,
Passagens de pedestres ,Fruição pública,Município,Rio de Janeiro,Lei,Lei de uso e ocupação do solo - Projeto de Lei Complementar 33/2013.,2013,permissão,Permite a implantação de galeria de pedestres ao nível do logradouro público.,"Subseção VI Galeria de Pedestres 
Art. 181 Entende-se por galeria de pedestres a servidão de passagem pública coberta para trânsito de pedestres ao nível do logradouro público, com dimensões e modulação determinadas por Projeto Aprovado de Alinhamento ou plano de urbanização. 
",http://www.rio.rj.gov.br/web/smu/exibeconteudo?id=4225287,
Passagens de pedestres ,Passarela,Município,Rio de Janeiro,Caderno,Caderno de Instruções GPV (Gerência de Projetos Viários),2013,orientação,Fornece as diretrizes para o cálculo da largura de passarela de pedestres com base na NBR9050 e faz algumas considerações para ajuste do projeto.,"Cálculo de largura da passarela baseia-se nos Níveis de Serviço indicados pelo Manual de Projeto Geométrico de Travessias Urbanas do DNIT – Departamento Nacional de Infra-Estrutura de Transportes e na Norma NBR9050. Com algumas considerações: o limite estabelecido pela NBR9050 leva em consideração apenas a faixa livre em ambiente aberto das calçadas, onde existe uma grande tendência ao fluxo de cruzamento de pedestres no sentido transversal do fluxo normal devido aos interesses do entorno do ambiente. Porém, para passarelas o fluxo de cruzamento de pedestres é praticamente inexistente, uma vez que o desejo é atravessar de um lado para o outro, limitando ao fluxo a dois sentidos fixos de direção. Para passarelas cujo cálculo da largura livre ultrapassar os 5,0m, este dimensionamento irá proporcionar soluções estruturais semelhantes a um viaduto para vencer os vãos entre apoios, onerando os custos implantação deste equipamento urbano para atendimento de 100% do tempo à demanda de pedestres. Nestes casos, recomenda-se considerar que esta passarela trabalhará apenas 5% do tempo no Nível de Serviço “D”, atendendo o restante do tempo ao nível de serviço da norma. Esta consideração irá permitir elevar o fluxo de atendimento de pedestres para o nível superior de 45 p/min/m, reduzindo as dimensões iniciais previstas. Com relação a acessibilidade, toda passarela deverá atender integralmente ao disposto na norma NBR 9050 (item 6.5) com relação aos acessos com rampas, declividades e patamares de descanso. Admite-se a utilização de escadas em situações espceciais, desde esteja garantida a acessibilidade universal, através de rampas fixas ou dispositivos mecânicos de transposição de níveis (elevadores, planos inclinados, etc).  ",http://www.rio.rj.gov.br/web/smo/coordenadoria-de-projetos,
"Atividades comerciais (usos externos de restaurante, ambulantes)",Uso do recuo,Município,Rio de Janeiro,Plano ,Plano Diretor do Município do Rio de Janeiro Lei Complementar 111/2011,2011,proibição,Proibe o uso frontal do estabelecimento comercial para estacionamento. Também proíbe a instalação de mobiliário que prejudique a circulação de pedestres na calçada.,"Art. 20. Aos estabelecimentos de comércio e serviço fica vedado, inclusive nas áreas frontais às respectivas sedes, o uso das calçadas para estacionamento de automóveis, motocicletas e bicicletas, bem como para colocação de quaisquer equipamentos e bens que de qualquer forma prejudiquem a regular circulação de pessoas.",http://www.rio.rj.gov.br/web/smu/exibeconteudo?id=2879239,
"Atividades comerciais (usos externos de restaurante, ambulantes)",Uso do recuo,Município,Belo Horizonte,Cartilha,Cartilha de Construção e Manutenção de Passeios,2013,permissão,Determina as regras para o uso do recuo frontal como estacionamento.,"A legislação municipal permite o uso do afastamento frontal para o estacionamento de veículos da seguinte forma: a) o afastamento frontal mínimo das vias locais e coletoras normalmente é de 3,00m (três metros) e, respeitadas as regras para a construção de passeios, nada impede que os veículos estacionem, independentemente de licença emitida pela Prefeitura; b) os afastamentos frontais mínimos das vias arteriais e de ligação regional normalmente possuem 4,00m (quatro metros) e não podem ser utilizados para estacionamento de veículos por serem considerados extensão do passeio. Entretanto, se satisfeitas as condições previstas na Lei 7.166/96, o afastamento dessas vias, das vias localizadas na Zona Hipercentral e nos postos de gasolina, poderão ser utilizados, dependendo dos seguintes requisitos: - da anuência prévia da BHTRANS, que levará em conta o fluxo de pedestres existente ou potencial e a intensidade do tráfego no sistema viário adjacente; - que o afastamento frontal tenha, no mínimo, 5,00m (cinco metros); - da existência de passeio com, no mínimo, 2,40m (dois metros e quarenta centímetros), admitindo-se, no caso de ter o passeio dimensão inferior, o estacionamento no afastamento frontal, desde que a soma da largura desse afastamento e a do passeio existente seja de, no mínimo, 7,40m (sete metros e quarenta centímetros); - que seja destinada à circulação de pedestres a faixa mínima de 0,90m (noventa centímetros) nas divisas laterais ou junto ao acesso à garagem, quando este estiver junto às divisas laterais; - que as áreas de circulação de pedestres e de estacionamento estejam demarcadas; - que os acessos obedeçam às regulamentações existentes; - da emissão da autorização de caráter provisório, condicionada à manutenção das condições de trânsito.",http://portalpbh.pbh.gov.br/pbh/ecp/comunidade.do?evento=portlet&pIdPlc=ecpTaxonomiaMenuPortal&app=regulacaourbana&tax=35500&lang=pt_BR&pg=5570&taxp=0&,
